evidence_index,evidence_id,original_filename,repository_path,sha256,description
119,P4-NET-007,Screenshot 2026-07-31 230515.png,screenshots/06-network-validation/P4-NET-007.png,cb7c6fa0bc7c7c72839e219d87debcce8d6d44497643dafb51c8f43f54880a52,Supporting screenshot from the 06 network validation test sequence.
120,P4-NET-008,Screenshot 2026-07-31 231449.png,screenshots/06-network-validation/P4-NET-008.png,a6f68e186992d799ec4e4a2874ce4fe29873966a58db42a22241888fac862e85,Supporting screenshot from the 06 network validation test sequence.
121,P4-NET-009,Screenshot 2026-07-31 231502.png,screenshots/06-network-validation/P4-NET-009.png,d13bacf6ee086c7f19fcb739e44caefb82779b95d01e3b8a5144ad413da65150,Reusable full-scan detector result showing 100 ports and 200 failures.
122,P4-NET-010,Screenshot 2026-07-31 231517.png,screenshots/06-network-validation/P4-NET-010.png,829415c0ecde1fe6f99ec1c88e0d7ff6160f1570d52a4de2ebbdc3ab2efbb5e9,Supporting screenshot from the 06 network validation test sequence.
123,P4-NET-011,Screenshot 2026-07-31 231537.png,screenshots/06-network-validation/P4-NET-011.png,eae0c3a92f898af7215806723c6a0df43af252df957f855209ce45e921310479,Base-versus-tuned threshold comparison for the detector.
124,P4-NET-012,Screenshot 2026-07-31 231547.png,screenshots/06-network-validation/P4-NET-012.png,bf8945cf8a49796cb2f3e9a89dcd68335f5b39b13445b38d422f872473302935,Supporting screenshot from the 06 network validation test sequence.
125,P4-NET-013,Screenshot 2026-07-31 232004.png,screenshots/06-network-validation/P4-NET-013.png,27c6bb4b914e9b304d48bd1f48a86d5b314c76ba15157bc1a9b69c1f638fb803,pfSense firewall log showing allowed and blocked test traffic.
126,P4-NET-014,Screenshot 2026-07-31 232117.png,screenshots/06-network-validation/P4-NET-014.png,a46bdbd3bbb07a3742b571cfb590c238d8ade4023910cf437aa01c2deb147dc0,Additional pfSense policy-enforcement evidence.
127,P4-NET-015,Screenshot 2026-07-31 233433.png,screenshots/06-network-validation/P4-NET-015.png,87481c6b4205dd008183d09fe4fed483ff6d4c91c64ab4ba609cc175034d6baf,Supporting screenshot from the 06 network validation test sequence.
128,P4-NET-016,Screenshot 2026-07-31 234138.png,screenshots/06-network-validation/P4-NET-016.png,3384116f8001185a0d693feaa450ccf500dfbdc5052ce5eb822f07a906318027,Wazuh dashboard event for the replayed reconnaissance detector output.
129,P4-NET-017,Screenshot 2026-07-31 234207.png,screenshots/06-network-validation/P4-NET-017.png,1220ee37d62b6dd1a5faf2e57f7eb92f79ba7d08c6259e01fed9d7b0ed8e582a,Expanded Wazuh network-reconnaissance alert fields.
130,P4-NET-018,Screenshot 2026-07-31 234223.png,screenshots/06-network-validation/P4-NET-018.png,995d69f380fde7b1e521df69f65a511fae495e5944c803cb65524c24c6499434,"Wazuh rule 100201, level 7, score 50, probable_port_scan."
131,P4-NET-019,Screenshot 2026-07-31 234314.png,screenshots/06-network-validation/P4-NET-019.png,ef3df99f68ac42a680bacc60d29de009ea37f53cfc4e93bd1b936113ae49d1a2,Wazuh alerts.json query for network-reconnaissance events.
132,P4-NET-020,Screenshot 2026-07-31 234340.png,screenshots/06-network-validation/P4-NET-020.png,ba70b39d662c341cbc85394400588cdc52f291df3a7ce7398d9b51f31b4419a5,Supporting screenshot from the 06 network validation test sequence.
133,P4-NET-021,Screenshot 2026-07-31 234351.png,screenshots/06-network-validation/P4-NET-021.png,5b7df9c73f9e17534deb4747bbae18ba00911d72ef420698551c92e0b17f4e3b,Supporting screenshot from the 06 network validation test sequence.
134,P4-EICAR-001,Screenshot 2026-07-31 235113.png,screenshots/07-eicar-validation/P4-EICAR-001.png,e6be99590c7fbd1e75ea3d380439521ff9c79648feb88a25b417b04beba3af5a,Defender protection status immediately before EICAR validation.
135,P4-EICAR-002,Screenshot 2026-07-31 235145.png,screenshots/07-eicar-validation/P4-EICAR-002.png,2bcc679d951f44323b0b70248dc1e5940d76b42743d4e5ab71d15dc3c361d09d,EICAR standard test file generated in the authorized lab path.
136,P4-EICAR-003,Screenshot 2026-07-31 235212.png,screenshots/07-eicar-validation/P4-EICAR-003.png,e55a1fde6adec3e068c124ef832cc5e72ea3991d07b1afcad3db5ac3846b98a0,Local Defender Operational event query after EICAR generation.
137,P4-EICAR-004,Screenshot 2026-07-31 235221.png,screenshots/07-eicar-validation/P4-EICAR-004.png,0e77c3312c8aa25fefc25d1782435b5f3a797e6ae072ec1371c740e404a67fff,Defender Event ID 1116 detection details for EICAR.
138,P4-EICAR-005,Screenshot 2026-07-31 235256.png,screenshots/07-eicar-validation/P4-EICAR-005.png,140230b6c680978de83bf8262e22d127a312c3419065bb554b30c2cc92268448,Supporting screenshot from the 07 eicar validation test sequence.
139,P4-EICAR-006,Screenshot 2026-07-31 235304.png,screenshots/07-eicar-validation/P4-EICAR-006.png,7076ab1f7b9cfae65c79d10fe1e1909fe16dfaf5ef35d9ac7c6c3d0e9bbafeef,Defender threat-remediation record showing successful action.
140,P4-EICAR-007,Screenshot 2026-08-01 000610.png,screenshots/07-eicar-validation/P4-EICAR-007.png,e81e512090ec717764ad2dd8f7d4279cacbceb3533c6dd359d6bb8bd36a5cbfd,Wazuh-ingested Windows Defender event details.
141,P4-EICAR-008,Screenshot 2026-08-01 000627.png,screenshots/07-eicar-validation/P4-EICAR-008.png,f3eedce5c56f8bf0fb0aead08397f8def04ad74b96336dfabd560b23c983398d,Supporting screenshot from the 07 eicar validation test sequence.
142,P4-EICAR-009,Screenshot 2026-08-01 000640.png,screenshots/07-eicar-validation/P4-EICAR-009.png,9861f0e029277e8d927960c7c82a3eea97e3fd82d84f1603ebe4842bafe19050,Supporting screenshot from the 07 eicar validation test sequence.
143,P4-EICAR-010,Screenshot 2026-08-01 000650.png,screenshots/07-eicar-validation/P4-EICAR-010.png,b473103414716cbac725eab4d14411faed8cab8925cce6295777e228d3ff1e14,"Wazuh rule 62123, level 12, for Defender detection."
144,P4-EICAR-011,Screenshot 2026-08-01 000713.png,screenshots/07-eicar-validation/P4-EICAR-011.png,db14b21225885d418175c83bafc73632b3db04af27507201fb61df0ad766c471,Wazuh dashboard evidence for Defender events.
145,P4-EICAR-012,Screenshot 2026-08-01 000723.png,screenshots/07-eicar-validation/P4-EICAR-012.png,e07e91b1f1a546169dcbe3dc0cbc2b7a02d35d6391eb552ed25dfa957b19353e,Supporting screenshot from the 07 eicar validation test sequence.
146,P4-EICAR-013,Screenshot 2026-08-01 000746.png,screenshots/07-eicar-validation/P4-EICAR-013.png,c2db61f6866006cb10603f7d3a7a43c98fb289b6bad5b7c9b01ad0453dee5c56,Supporting screenshot from the 07 eicar validation test sequence.
147,P4-EICAR-014,Screenshot 2026-08-01 000800.png,screenshots/07-eicar-validation/P4-EICAR-014.png,b3293d459be8b77e6fe409e9fecfe10f74f9f512a3d79caac398f69ba501fbca,Supporting screenshot from the 07 eicar validation test sequence.
148,P4-EICAR-015,Screenshot 2026-08-01 000812.png,screenshots/07-eicar-validation/P4-EICAR-015.png,0f7a824b1e7aaac576b0ad822179b1ad0bdfdd55d59d5880a1f38372019b449e,Wazuh rule 62124 for the Defender remediation action.
149,P4-EICAR-016,Screenshot 2026-08-01 000950.png,screenshots/07-eicar-validation/P4-EICAR-016.png,e54ac97164f1d23fa582ffd2ab6d270bf72e451c645379c0931641cf0647e9b8,Retest evidence for a timestamped EICAR file.
150,P4-EICAR-017,Screenshot 2026-08-01 000957.png,screenshots/07-eicar-validation/P4-EICAR-017.png,138941953cbd39b9bf19c5da70361a6e4df0bd581ac8168806230047806e284a,Defender Event ID 1117 quarantine/remediation evidence.
151,P4-EICAR-018,Screenshot 2026-08-01 001125.png,screenshots/07-eicar-validation/P4-EICAR-018.png,5e7fca642f034dc2c7555eb9df372ca83b4b7f362837a769956189166cbe439f,EICAR test artifact removal command.
152,P4-RECOVERY-001,Screenshot 2026-08-01 001130.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-001.png,ab881c8fb0a4e1ccbdf840633615132b41f5cd979ce9d4a258e9091b2d2220c4,Defender remained enabled after testing.
153,P4-RECOVERY-002,Screenshot 2026-08-01 001135.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-002.png,d29f3929bb227ec97a116c6d2c31d8b7da4f18b57119928693dc1d9aee4963d9,Wazuh agent service running after testing.
154,P4-RECOVERY-003,Screenshot 2026-08-01 001153.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-003.png,0c5fe85ca02cf2c6719d5a7843b1baba52a8c29aa8058a63d6e6c250e3a71561,Temporary P4-LabUser account no longer present.
155,P4-RECOVERY-004,Screenshot 2026-08-01 001204.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-004.png,1f32e57af2409ead8f110b14141cb948a362ce4417a2c8c5d281ca541067d98c,EICAR and p4-safe test files absent from the endpoint.
156,P4-RECOVERY-005,Screenshot 2026-08-01 001209.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-005.png,e30f0b56dc4705a0570ecc3346c691ae5cd9be2413611f007af72d4c2f3b2ae4,HTTP connectivity to the DMZ remained available after cleanup.
157,P4-RECOVERY-006,Screenshot 2026-08-01 001244.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-006.png,0ab209b51302e9995687b4bed4366b41032eaa6c7a48652679b4a7dac7aa6478,Ubuntu services active after cleanup.
158,P4-RECOVERY-007,Screenshot 2026-08-01 001251.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-007.png,d00911ed9c0a06005ce5599078c83a1b959585c77bbfc3282e0ca0924466c861,Server-side web artifact confirmed removed.
159,P4-RECOVERY-008,Screenshot 2026-08-01 001256.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-008.png,c4e0339cca48d0ab813c9232cced7b56788bbef6dcf62a36533ec5c3164e1cd9,Suricata configuration remained valid after testing.
160,P4-RECOVERY-009,Screenshot 2026-08-01 085237.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-009.png,9ac14cc185b6b111892925208efb78b86e9df2665b2b3cc22875fa3ed3998d64,Supporting screenshot from the 08 cleanup and recovery test sequence.
161,P4-RECOVERY-010,Screenshot 2026-08-01 085522.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-010.png,b7f1c892c6227a6f8b19ddb1897c05b8f1d79a555a32cc53703a0b4ce71c7611,Endpoint event evidence retained after cleanup.
162,P4-RECOVERY-011,Screenshot 2026-08-01 090708.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-011.png,848ce1788d5b35f3dbe096717552b3cb3729ea235f641dcef5dda34800759790,EICAR test path confirmed absent.
163,P4-RECOVERY-012,Screenshot 2026-08-01 090733.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-012.png,b99c8cba51c083906bfebf6c80f3d73f254e5e97664c4f34f7d70b000b4ff0bc,Final cleanup script confirmed no EICAR or p4-safe artifacts remain.
164,P4-RECOVERY-013,Screenshot 2026-08-01 095738.png,screenshots/08-cleanup-and-recovery/P4-RECOVERY-013.png,82de79ae728028f7081ee99e234218e9141d093b81f4f5ed0abacc8b735465be,Final Wazuh network-alert query retained as investigation evidence.
